"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
          0,           0,        3794,      -8.675298121,      -6.378407333,        -7.6199502,      -4.342710935,      -6.540796258,       -1.45525777
          0,           0,        3795,      -8.675856687,      -6.378893702,      -7.620404537,      -4.343180595,      -6.541402694,      -1.455759673
          0,           0,        3796,      -8.676415328,      -6.379380114,      -7.620859534,      -4.343650056,      -6.542009137,      -1.456261764
          0,           0,        3797,      -8.676974047,      -6.379866575,      -7.621313946,      -4.344119909,      -6.542615587,      -1.456763865
          0,           0,        3798,      -8.677532843,       -6.38035308,      -7.621769118,      -4.344589485,      -6.543222044,      -1.457266058
          0,           0,        3799,      -8.678091714,      -6.380839629,      -7.622223513,      -4.345059194,      -6.543828508,      -1.457767998
          0,           0,        3800,      -8.678650661,      -6.381326225,      -7.622678322,      -4.345528986,      -6.544434979,      -1.458270384
          0,           0,        3801,      -8.679209682,      -6.381812865,       -7.62313318,      -4.345998659,      -6.545041456,      -1.458772218
          0,           0,        3802,      -8.679768781,      -6.382299553,      -7.623587696,      -4.346468471,      -6.545647939,      -1.459274382
          0,           0,        3803,      -8.680327954,      -6.382786284,      -7.624042546,      -4.346938184,      -6.546254429,      -1.459776782
          0,           0,        3804,      -8.680887203,      -6.383273061,      -7.624497413,      -4.347408075,      -6.546860925,      -1.460278899
          0,           0,        3805,      -8.681446529,      -6.383759886,      -7.624952233,      -4.347877939,      -6.547467428,      -1.460781037
          0,           0,        3806,      -8.682005927,      -6.384246753,      -7.625406854,      -4.348347643,      -6.548073936,      -1.461283146
          0,           0,        3807,      -8.682565401,      -6.384733666,      -7.625861494,      -4.348817523,       -6.54868045,      -1.461785465
          0,           0,        3808,       -8.68312495,      -6.385220628,      -7.626316193,      -4.349287528,       -6.54928697,      -1.462287718
          0,           0,        3809,      -8.683684575,      -6.385707634,      -7.626771159,      -4.349757446,      -6.549893495,      -1.462790091
          0,           0,        3810,      -8.684244274,      -6.386194684,      -7.627225842,      -4.350227345,      -6.550500026,      -1.463292247
          0,           0,        3811,      -8.684804049,      -6.386681781,      -7.627680995,       -4.35069721,      -6.551106562,      -1.463794527
          0,           0,        3812,      -8.685363897,      -6.387168924,      -7.628135448,      -4.351167245,      -6.551713104,      -1.464296758
          0,           0,        3813,      -8.685923819,      -6.387656113,      -7.628590415,      -4.351637296,       -6.55231965,      -1.464799093
          0,           0,        3814,      -8.686483817,      -6.388143347,      -7.629044863,      -4.352107263,      -6.552926201,       -1.46530157
          0,           0,        3815,      -8.687043889,      -6.388630629,      -7.629500148,      -4.352577358,      -6.553532758,      -1.465803957
          0,           0,        3816,      -8.687604033,      -6.389117955,      -7.629954944,      -4.353047452,      -6.554139319,      -1.466305998
          0,           0,        3817,      -8.688164253,      -6.389605327,      -7.630409647,      -4.353517399,      -6.554745884,      -1.466808572
          0,           0,        3818,      -8.688724546,      -6.390092746,      -7.630864484,       -4.35398751,      -6.555352454,      -1.467310968
          0,           0,        3819,      -8.689284914,      -6.390580211,      -7.631318844,      -4.354457817,      -6.555959028,      -1.467813384
          0,           0,        3820,      -8.689845353,       -6.39106772,      -7.631774143,      -4.354927906,      -6.556565607,      -1.468315568
          0,           0,        3821,      -8.690405868,      -6.391555276,      -7.632229011,      -4.355397943,      -6.557172189,      -1.468818163
          0,           0,        3822,      -8.690966457,      -6.392042877,       -7.63268352,      -4.355868132,      -6.557778776,      -1.469320666
          0,           0,        3823,      -8.691527118,      -6.392530528,      -7.633138638,      -4.356338453,      -6.558385366,      -1.469822948
          0,           0,        3824,      -8.692087853,      -6.393018222,      -7.633593571,       -4.35680865,       -6.55899196,      -1.470325485
          0,           0,        3825,      -8.692648662,      -6.393505963,      -7.634048361,      -4.357278953,      -6.559598558,      -1.470827893
          0,           0,        3826,       -8.69320954,      -6.393993749,       -7.63450286,      -4.357749142,      -6.560205159,      -1.471330381
          0,           0,        3827,      -8.693770493,      -6.394481583,      -7.634958142,      -4.358219464,      -6.560811763,      -1.471832986
          0,           0,        3828,      -8.694331521,      -6.394969464,      -7.635412997,       -4.35868982,      -6.561418371,      -1.472335421
          0,           0,        3829,       -8.69489262,      -6.395457388,      -7.635867607,       -4.35916014,      -6.562024981,      -1.472837819
          0,           0,        3830,      -8.695453792,       -6.39594536,      -7.636322644,      -4.359630484,      -6.562631595,      -1.473340364
          0,           0,        3831,      -8.696015035,       -6.39643338,       -7.63677759,      -4.360100863,      -6.563238212,      -1.473843085
          0,           0,        3832,      -8.696576353,      -6.396921445,      -7.637232311,      -4.360571378,      -6.563844831,      -1.474345494
          0,           0,        3833,       -8.69713774,      -6.397409556,      -7.637687472,      -4.361041613,      -6.564451452,      -1.474847885
          0,           0,        3834,      -8.697699202,      -6.397897715,      -7.638142226,      -4.361512197,      -6.565058077,      -1.475350729
          0,           0,        3835,      -8.698260735,      -6.398385918,      -7.638597048,       -4.36198262,      -6.565664703,      -1.475853131
          0,           0,        3836,       -8.69882234,       -6.39887417,      -7.639052138,      -4.362453105,      -6.566271332,      -1.476355877
          0,           0,        3837,      -8.699384016,      -6.399362467,      -7.639506707,      -4.362923688,      -6.566877962,      -1.476858536
          0,           0,        3838,      -8.699945766,      -6.399850812,      -7.639961994,      -4.363394267,      -6.567484595,      -1.477360967
          0,           0,        3839,      -8.700507585,      -6.400339202,      -7.640416913,      -4.363864612,      -6.568091229,      -1.477863752
          0,           0,        3840,      -8.701069478,      -6.400827641,      -7.640871714,      -4.364335393,      -6.568697866,      -1.478366197
          0,           0,        3841,       -8.70163144,      -6.401316121,      -7.641326369,      -4.364805775,      -6.569304503,      -1.478869005
          0,           0,        3842,      -8.702193475,      -6.401804655,      -7.641781684,      -4.365276624,      -6.569911142,      -1.479371779
          0,           0,        3843,      -8.702755582,      -6.402293232,      -7.642236511,      -4.365747203,      -6.570517782,       -1.47987428
          0,           0,        3844,      -8.703317757,      -6.402781855,      -7.642691645,      -4.366217789,      -6.571124424,      -1.480376831
          0,           0,        3845,      -8.703880006,      -6.403270525,      -7.643146468,      -4.366688453,      -6.571731066,      -1.480879743
          0,           0,        3846,      -8.704442325,      -6.403759244,       -7.64360122,      -4.367159286,       -6.57233771,      -1.481382338
          0,           0,        3847,      -8.705004713,      -6.404248008,      -7.644056395,      -4.367629936,      -6.572944354,      -1.481884948
          0,           0,        3848,      -8.705567174,       -6.40473682,       -7.64451141,      -4.368100715,      -6.573550999,      -1.482387782
          0,           0,        3849,      -8.706129705,      -6.405225679,      -7.644966322,      -4.368571407,      -6.574157644,      -1.482890687
          0,           0,        3850,      -8.706692306,      -6.405714583,      -7.645421123,      -4.369042218,       -6.57476429,      -1.483393348
          0,           0,        3851,      -8.707254979,      -6.406203537,      -7.645876284,      -4.369513201,      -6.575370936,         -1.483896
          0,           0,        3852,      -8.707817719,      -6.406692535,      -7.646331379,      -4.369983884,      -6.575977582,      -1.484398703
          0,           0,        3853,      -8.708380531,      -6.407181581,      -7.646786279,      -4.370454743,      -6.576584228,       -1.48490152
          0,           0,        3854,      -8.708943414,      -6.407670676,      -7.647241248,      -4.370925717,      -6.577190875,      -1.485404145
          0,           0,        3855,      -8.709506365,      -6.408159815,      -7.647696184,       -4.37139655,       -6.57779752,       -1.48590707
          0,           0,        3856,      -8.710069385,      -6.408649004,      -7.648151156,      -4.371867554,      -6.578404166,      -1.486409772
          0,           0,        3857,      -8.710632477,      -6.409138238,      -7.648606246,      -4.372338484,      -6.579010811,      -1.486912674
          0,           0,        3858,      -8.711195638,      -6.409627519,        -7.6490613,      -4.372809302,      -6.579617455,      -1.487415466
          0,           0,        3859,      -8.711758869,       -6.41011685,      -7.649516477,      -4.373280443,      -6.580224098,      -1.487918282
          0,           0,        3860,       -8.71232217,      -6.410606227,      -7.649971191,      -4.373751335,      -6.580830741,      -1.488421149
          0,           0,        3861,      -8.712885541,      -6.411095652,      -7.650426402,       -4.37422249,      -6.581437383,      -1.488923925
          0,           0,        3862,      -8.713448981,      -6.411585124,      -7.650881472,       -4.37469342,      -6.582044024,      -1.489426931
          0,           0,        3863,      -8.714012489,      -6.412074644,      -7.651336335,      -4.375164567,      -6.582650663,      -1.489929431
          0,           0,        3864,      -8.714576067,      -6.412564214,      -7.651791699,      -4.375635678,      -6.583257301,      -1.490432573
          0,           0,        3865,      -8.715139714,       -6.41305383,       -7.65224665,      -4.376106818,      -6.583863938,       -1.49093534
          0,           0,        3866,      -8.715703429,      -6.413543495,      -7.652701743,      -4.376577944,      -6.584470573,      -1.491438257
          0,           0,        3867,      -8.716267212,      -6.414033203,      -7.653156525,      -4.377049026,      -6.585077206,      -1.491941028
          0,           0,        3868,      -8.716831064,      -6.414522964,      -7.653611386,      -4.377520373,      -6.585683838,      -1.492443979
          0,           0,        3869,      -8.717394985,      -6.415012769,      -7.654066965,      -4.377991563,      -6.586290467,      -1.492946917
          0,           0,        3870,      -8.717958974,      -6.415502623,      -7.654521721,      -4.378462637,      -6.586897093,       -1.49344985
          0,           0,        3871,      -8.718523032,      -6.415992523,      -7.654976985,      -4.378934025,      -6.587503718,      -1.493952499
          0,           0,        3872,      -8.719087157,      -6.416482474,      -7.655431862,      -4.379405299,       -6.58811034,      -1.494455676
          0,           0,        3873,      -8.719651351,      -6.416972469,      -7.655887017,      -4.379876545,      -6.588716959,      -1.494958573
          0,           0,        3874,      -8.720215612,      -6.417462512,      -7.656342201,      -4.380347856,      -6.589323576,       -1.49546143
          0,           0,        3875,      -8.720779943,      -6.417952606,       -7.65679718,      -4.380819216,      -6.589930189,      -1.495964548
          0,           0,        3876,       -8.72134434,      -6.418442744,      -7.657252534,      -4.381290525,        -6.5905368,      -1.496467307
          0,           0,        3877,      -8.721908804,      -6.418932933,      -7.657707382,      -4.381761935,      -6.591143408,      -1.496970381
          0,           0,        3878,      -8.722473337,      -6.419423167,      -7.658162484,      -4.382233381,      -6.591750012,      -1.497473229
          0,           0,        3879,      -8.723037936,      -6.419913449,      -7.658618159,      -4.382704801,      -6.592356613,      -1.497976125
          0,           0,        3880,      -8.723602602,       -6.42040378,      -7.659072777,      -4.383176141,      -6.592963211,      -1.498479093
          0,           0,        3881,      -8.724167337,      -6.420894161,      -7.659527965,      -4.383647826,      -6.593569805,      -1.498982111
          0,           0,        3882,      -8.724732137,      -6.421384586,      -7.659983092,      -4.384119162,      -6.594176395,      -1.499485163
          0,           0,        3883,      -8.725297006,      -6.421875061,      -7.660438281,      -4.384590786,      -6.594782982,      -1.499987976
          0,           0,        3884,      -8.725861941,      -6.422365583,      -7.660893171,      -4.385062205,      -6.595389564,      -1.500491242
          0,           0,        3885,      -8.726426943,      -6.422856153,      -7.661348518,      -4.385533862,      -6.595996142,      -1.500994199
          0,           0,        3886,      -8.726992011,      -6.423346772,      -7.661803538,      -4.386005392,      -6.596602716,      -1.501497065
          0,           0,        3887,      -8.727557146,      -6.423837438,      -7.662258828,      -4.386476954,      -6.597209286,      -1.502000047
          0,           0,        3888,       -8.72812235,       -6.42432815,      -7.662713704,      -4.386948573,      -6.597815851,       -1.50250318
          0,           0,        3889,      -8.728687617,      -6.424818917,      -7.663169282,       -4.38742038,      -6.598422412,      -1.503006139
          0,           0,        3890,      -8.729252951,      -6.425309725,      -7.663624294,      -4.387891941,      -6.599028968,      -1.503509191
          0,           0,        3891,      -8.729818351,      -6.425800582,      -7.664079374,      -4.388363557,      -6.599635519,      -1.504012004
          0,           0,        3892,      -8.730383819,      -6.426291491,      -7.664534784,      -4.388835333,      -6.600242065,      -1.504515116
          0,           0,        3893,       -8.73094935,      -6.426782445,      -7.664989604,      -4.389307064,      -6.600848606,       -1.50501829
          0,           0,        3894,       -8.73151495,      -6.427273449,       -7.66544509,      -4.389778909,      -6.601455142,      -1.505521155
          0,           0,        3895,      -8.732080613,      -6.427764502,      -7.665900055,      -4.390250598,      -6.602061672,      -1.506024354
          0,           0,        3896,      -8.732646343,      -6.428255599,      -7.666355148,      -4.390722418,      -6.602668197,      -1.506527346
          0,           0,        3897,       -8.73321214,       -6.42874675,      -7.666810636,      -4.391194376,      -6.603274717,      -1.507030385
          0,           0,        3898,         -8.733778,      -6.429237945,      -7.667265952,      -4.391666071,       -6.60388123,       -1.50753351
          0,           0,        3899,      -8.734343928,       -6.42972919,       -7.66772086,      -4.392137924,      -6.604487738,      -1.508036612
          0,           0,        3900,      -8.734909918,      -6.430220483,      -7.668176164,      -4.392609843,       -6.60509424,      -1.508539703
          0,           0,        3901,      -8.735475977,      -6.430711824,      -7.668631361,      -4.393081787,      -6.605700736,      -1.509042574
          0,           0,        3902,      -8.736042099,      -6.431203216,      -7.669086961,      -4.393553764,      -6.606307226,      -1.509545612
          0,           0,        3903,      -8.736608285,      -6.431694653,      -7.669541672,      -4.394025622,      -6.606913708,      -1.510048675
          0,           0,        3904,      -8.737174539,       -6.43218614,      -7.669996983,      -4.394497549,      -6.607520185,      -1.510551746
          0,           0,        3905,      -8.737740857,      -6.432677678,      -7.670452715,      -4.394969744,      -6.608126655,      -1.511055029
          0,           0,        3906,      -8.738307237,      -6.433169261,      -7.670907376,      -4.395441671,      -6.608733119,      -1.511558104
          0,           0,        3907,      -8.738873683,      -6.433660894,      -7.671362846,       -4.39591367,      -6.609339575,      -1.512060968
          0,           0,        3908,      -8.739440194,      -6.434152576,      -7.671818307,      -4.396385739,      -6.609946025,      -1.512564187
          0,           0,        3909,       -8.74000677,      -6.434644307,      -7.672273414,      -4.396857922,      -6.610552467,      -1.513067222
          0,           0,        3910,      -8.740573408,      -6.435136086,      -7.672728535,      -4.397330001,      -6.611158902,      -1.513570579
          0,           0,        3911,      -8.741140113,      -6.435627914,      -7.673183656,      -4.397802104,       -6.61176533,      -1.514073244
          0,           0,        3912,      -8.741706881,      -6.436119792,      -7.673639061,      -4.398274303,       -6.61237175,      -1.514576623
          0,           0,        3913,      -8.742273712,      -6.436611715,      -7.674094414,      -4.398746465,      -6.612978163,      -1.515079692
          0,           0,        3914,      -8.742840608,      -6.437103691,      -7.674549465,      -4.399218608,      -6.613584567,      -1.515582748
          0,           0,        3915,      -8.743407567,      -6.437595713,      -7.675005085,      -4.399690805,      -6.614190964,      -1.516085763
          0,           0,        3916,      -8.743974593,      -6.438087787,      -7.675460365,      -4.400163141,      -6.614797353,      -1.516589027
          0,           0,        3917,      -8.744541679,      -6.438579909,      -7.675915252,      -4.400635523,      -6.615403733,      -1.517092101
          0,           0,        3918,      -8.745108829,      -6.439072076,      -7.676370896,       -4.40110762,      -6.616010106,      -1.517595145
          0,           0,        3919,      -8.745676043,      -6.439564296,      -7.676826059,      -4.401579962,      -6.616616469,      -1.518098145
          0,           0,        3920,       -8.74624332,      -6.440056565,      -7.677281364,      -4.402052311,      -6.617222825,      -1.518601329
          0,           0,        3921,       -8.74681066,      -6.440548882,      -7.677736831,      -4.402524714,      -6.617829171,       -1.51910454
          0,           0,        3922,      -8.747378065,      -6.441041246,      -7.678192173,       -4.40299697,      -6.618435509,      -1.519607586
          0,           0,        3923,      -8.747945531,      -6.441533664,      -7.678647468,        -4.4034695,      -6.619041837,      -1.520110836
          0,           0,        3924,       -8.74851306,      -6.442026128,      -7.679102664,       -4.40394181,      -6.619648157,      -1.520613767
          0,           0,        3925,      -8.749080654,      -6.442518642,      -7.679558123,      -4.404414319,      -6.620254467,       -1.52111697
          0,           0,        3926,      -8.749648307,      -6.443011206,      -7.680013335,      -4.404886861,      -6.620860768,      -1.521620109
          0,           0,        3927,      -8.750216027,      -6.443503819,      -7.680468703,      -4.405359215,       -6.62146706,      -1.522123201
          0,           0,        3928,      -8.750783808,      -6.443996481,      -7.680924162,      -4.405831793,      -6.622073342,      -1.522626326
          0,           0,        3929,      -8.751351651,      -6.444489195,      -7.681379307,      -4.406304406,      -6.622679615,      -1.523129462
          0,           0,        3930,      -8.751919556,      -6.444981955,      -7.681834715,      -4.406776876,      -6.623285877,      -1.523632598
          0,           0,        3931,      -8.752487525,      -6.445474768,      -7.682290189,      -4.407249532,       -6.62389213,      -1.524135586
          0,           0,        3932,      -8.753055554,      -6.445967628,       -7.68274526,      -4.407722087,      -6.624498372,      -1.524638788
          0,           0,        3933,      -8.753623646,      -6.446460537,      -7.683201122,      -4.408194715,      -6.625104604,      -1.525141833
          0,           0,        3934,      -8.754191799,      -6.446953499,      -7.683656065,      -4.408667351,      -6.625710826,      -1.525644958
          0,           0,        3935,      -8.754760015,      -6.447446509,      -7.684111669,      -4.409139965,      -6.626317037,      -1.526148287
          0,           0,        3936,      -8.755328293,      -6.447939568,      -7.684566709,      -4.409612781,      -6.626923237,      -1.526651246
          0,           0,        3937,      -8.755896632,      -6.448432675,      -7.685022242,      -4.410085437,      -6.627529426,      -1.527154431
          0,           0,        3938,      -8.756465034,      -6.448925835,      -7.685477536,      -4.410558277,      -6.628135604,      -1.527657448
          0,           0,        3939,      -8.757033496,       -6.44941904,       -7.68593321,      -4.411030799,      -6.628741772,      -1.528160657
          0,           0,        3940,       -8.75760202,        -6.4499123,      -7.686388572,      -4.411503746,      -6.629347928,      -1.528663775
          0,           0,        3941,      -8.758170603,      -6.450405605,       -7.68684397,      -4.411976415,      -6.629954072,       -1.52916683
          0,           0,        3942,      -8.758739251,      -6.450898965,      -7.687299132,      -4.412449416,      -6.630560205,      -1.529669926
          0,           0,        3943,      -8.759307957,      -6.451392371,      -7.687754655,      -4.412922279,      -6.631166326,      -1.530173059
          0,           0,        3944,      -8.759876724,      -6.451885825,       -7.68821046,      -4.413394988,      -6.631772435,      -1.530676085
          0,           0,        3945,      -8.760445553,      -6.452379331,      -7.688665174,      -4.413867793,      -6.632378533,      -1.531179441
          0,           0,        3946,      -8.761014444,       -6.45287289,      -7.689121073,      -4.414341055,      -6.632984618,      -1.531682284
          0,           0,        3947,      -8.761583393,      -6.453366494,      -7.689576472,      -4.414813795,      -6.633590691,      -1.532185406
          0,           0,        3948,      -8.762152403,      -6.453860151,      -7.690032013,      -4.415286767,      -6.634196751,      -1.532688731
          0,           0,        3949,      -8.762721475,      -6.454353856,       -7.69048727,      -4.415759731,      -6.634802799,      -1.533191768
          0,           0,        3950,      -8.763290607,      -6.454847614,      -7.690942547,      -4.416232809,      -6.635408835,      -1.533694566
          0,           0,        3951,        -8.7638598,       -6.45534142,      -7.691398366,      -4.416705916,      -6.636014857,      -1.534197961
          0,           0,        3952,       -8.76442905,      -6.455835274,      -7.691853735,      -4.417178872,      -6.636620867,      -1.534700936
          0,           0,        3953,      -8.764998362,      -6.456329179,      -7.692309379,      -4.417651961,      -6.637226863,      -1.535204287
          0,           0,        3954,      -8.765567734,      -6.456823135,      -7.692764586,      -4.418124905,      -6.637832846,      -1.535707204
          0,           0,        3955,      -8.766137166,      -6.457317143,      -7.693220019,      -4.418598174,      -6.638438816,      -1.536210356
          0,           0,        3956,      -8.766706659,      -6.457811197,      -7.693675284,      -4.419071323,      -6.639044772,      -1.536713235
          0,           0,        3957,       -8.76727621,      -6.458305305,      -7.694131206,      -4.419544525,      -6.639650715,      -1.537216546
          0,           0,        3958,      -8.767845821,      -6.458799462,      -7.694586793,      -4.420017637,      -6.640256643,      -1.537719488
          0,           0,        3959,      -8.768415492,      -6.459293669,      -7.695041645,      -4.420490822,      -6.640862558,      -1.538222541
          0,           0,        3960,      -8.768985222,      -6.459787926,      -7.695497801,      -4.420964177,      -6.641468459,      -1.538725915
          0,           0,        3961,       -8.76955501,      -6.460282233,      -7.695953153,      -4.421437326,      -6.642074345,      -1.539228724
          0,           0,        3962,      -8.770124858,      -6.460776592,      -7.696408229,      -4.421910749,      -6.642680217,       -1.53973187
          0,           0,        3963,      -8.770694765,      -6.461270998,      -7.696863932,      -4.422383941,      -6.643286075,      -1.540234853
          0,           0,        3964,      -8.771264734,      -6.461765459,      -7.697319668,      -4.422857226,      -6.643891918,      -1.540737857
          0,           0,        3965,      -8.771834757,      -6.462259967,      -7.697775036,      -4.423330633,      -6.644497746,      -1.541240933
          0,           0,        3966,      -8.772404841,      -6.462754526,      -7.698230388,      -4.423803944,       -6.64510356,      -1.541744353
          0,           0,        3967,      -8.772974985,      -6.463249136,      -7.698686435,       -4.42427744,      -6.645709358,      -1.542247002
          0,           0,        3968,      -8.773545185,      -6.463743795,      -7.699141269,      -4.424750584,      -6.646315141,      -1.542750356
          0,           0,        3969,      -8.774115446,      -6.464238511,      -7.699597012,      -4.425224411,      -6.646920909,      -1.543253244
          0,           0,        3970,      -8.774685764,      -6.464733269,      -7.700052545,      -4.425697694,      -6.647526661,      -1.543756164
          0,           0,        3971,      -8.775256142,      -6.465228083,      -7.700508413,      -4.426171269,      -6.648132398,      -1.544259492
          0,           0,        3972,      -8.775826576,      -6.465722946,      -7.700963806,      -4.426644659,      -6.648738118,      -1.544762438
          0,           0,        3973,      -8.776397067,      -6.466217859,      -7.701419374,      -4.427118218,      -6.649343823,      -1.545265252
          0,           0,        3974,      -8.776967619,      -6.466712823,      -7.701874477,      -4.427591705,      -6.649949512,      -1.545768407
          0,           0,        3975,      -8.777538229,       -6.46720784,      -7.702330282,      -4.428065327,      -6.650555185,      -1.546271327
          0,           0,        3976,      -8.778108894,      -6.467702905,      -7.702786144,      -4.428538985,      -6.651160841,      -1.546774468
          0,           0,        3977,      -8.778679621,      -6.468198021,      -7.703241399,      -4.429012632,       -6.65176648,       -1.54727761
          0,           0,        3978,      -8.779250403,       -6.46869319,      -7.703697262,      -4.429486209,      -6.652372104,      -1.547780456
          0,           0,        3979,      -8.779821242,      -6.469188407,      -7.704152382,       -4.42995987,      -6.652977711,      -1.548283324
          0,           0,        3980,      -8.780392139,      -6.469683675,      -7.704608376,       -4.43043349,        -6.6535833,      -1.548786449
          0,           0,        3981,      -8.780963094,      -6.470178999,      -7.705063854,      -4.430907462,      -6.654188873,      -1.549289276
          0,           0,        3982,      -8.781534105,      -6.470674369,      -7.705519669,      -4.431381041,      -6.654794429,      -1.549792444
          0,           0,        3983,      -8.782105173,      -6.471169793,      -7.705975157,      -4.431854714,      -6.655399967,      -1.550295343
          0,           0,        3984,      -8.782676299,      -6.471665265,      -7.706430471,      -4.432328541,      -6.656005487,      -1.550798475
          0,           0,        3985,      -8.783247481,      -6.472160788,      -7.706886115,      -4.432802319,       -6.65661099,      -1.551301208
          0,           0,        3986,      -8.783818724,      -6.472656367,      -7.707342081,      -4.433276341,      -6.657216475,      -1.551804408
          0,           0,        3987,      -8.784390019,      -6.473151991,      -7.707797377,      -4.433749986,      -6.657821943,      -1.552307282
          0,           0,        3988,      -8.784961373,       -6.47364767,      -7.708252903,      -4.434223939,      -6.658427392,      -1.552810306
          0,           0,        3989,      -8.785532782,      -6.474143397,      -7.708708624,      -4.434697769,      -6.659032823,       -1.55331323
          0,           0,        3990,      -8.786104249,      -6.474639179,      -7.709164593,      -4.435171824,      -6.659638236,      -1.553815882
          0,           0,        3991,       -8.78667577,       -6.47513501,      -7.709619671,      -4.435645544,       -6.66024363,       -1.55431893
          0,           0,        3992,      -8.787247351,      -6.475630893,      -7.710075623,      -4.436119684,      -6.660849006,      -1.554821986
          0,           0,        3993,      -8.787818986,      -6.476126828,      -7.710531304,      -4.436593631,      -6.661454364,        -1.5553248
          0,           0,        3994,      -8.788390679,      -6.476622815,      -7.710987278,      -4.437067753,      -6.662059702,      -1.555827722
          0,           0,        3995,      -8.788962425,      -6.477118849,      -7.711442406,       -4.43754149,      -6.662665021,      -1.556330712
          0,           0,        3996,      -8.789534226,      -6.477614937,      -7.711898098,      -4.438015678,      -6.663270321,        -1.5568336
          0,           0,        3997,      -8.790106087,       -6.47811108,      -7.712353722,      -4.438489901,      -6.663875602,      -1.557336321
          0,           0,        3998,      -8.790678002,       -6.47860727,      -7.712810022,      -4.438963923,      -6.664480863,      -1.557839414
          0,           0,        3999,      -8.791249972,      -6.479103513,      -7.713265251,      -4.439438004,      -6.665086105,      -1.558342247
          0,           0,        4000,      -8.791821998,      -6.479599807,      -7.713721297,      -4.439912219,      -6.665691327,      -1.558845266
          0,           0,        4001,      -8.792394078,      -6.480096153,      -7.714176453,      -4.440386268,       -6.66629653,      -1.559347807
          0,           0,        4002,      -8.792966216,      -6.480592551,      -7.714632161,      -4.440860569,      -6.666901712,       -1.55985074
          0,           0,        4003,      -8.793538409,      -6.481089003,      -7.715088049,      -4.441334889,      -6.667506874,      -1.560353736
          0,           0,        4004,      -8.794110656,        -6.4815855,      -7.715543803,      -4.441808947,      -6.668112016,      -1.560856535
          0,           0,        4005,      -8.794682958,      -6.482082057,      -7.715999349,      -4.442283414,      -6.668717137,       -1.56135926
          0,           0,        4006,      -8.795255314,      -6.482578658,      -7.716455306,      -4.442757484,      -6.669322238,      -1.561862098
          0,           0,        4007,      -8.795827727,      -6.483075316,      -7.716910587,      -4.443231925,      -6.669927318,       -1.56236483
          0,           0,        4008,      -8.796400194,      -6.483572023,      -7.717366905,      -4.443706186,      -6.670532377,      -1.562867719
          0,           0,        4009,      -8.796972716,      -6.484068781,      -7.717822081,      -4.444180434,      -6.671137416,      -1.563370526
          0,           0,        4010,      -8.797545293,      -6.484565595,      -7.718277921,      -4.444655086,      -6.671742433,      -1.563873533
          0,           0,        4011,      -8.798117923,      -6.485062457,      -7.718733606,      -4.445129374,      -6.672347429,      -1.564376161
          0,           0,        4012,      -8.798690608,      -6.485559372,      -7.719189857,      -4.445603737,      -6.672952404,      -1.564878971
          0,           0,        4013,      -8.799263349,      -6.486056342,      -7.719645284,      -4.446078208,      -6.673557357,       -1.56538159
          0,           0,        4014,       -8.79983614,       -6.48655336,      -7.720100802,      -4.446552629,      -6.674162288,      -1.565884187
          0,           0,        4015,      -8.800408989,      -6.487050434,      -7.720556814,       -4.44702731,      -6.674767198,      -1.566387332
          0,           0,        4016,      -8.800981892,      -6.487547557,      -7.721012573,      -4.447501793,      -6.675372086,      -1.566889906
          0,           0,        4017,      -8.801554844,      -6.488044729,      -7.721468132,      -4.447976087,      -6.675976951,      -1.567392387
          0,           0,        4018,      -8.802127856,      -6.488541963,       -7.72192386,      -4.448450956,      -6.676581795,      -1.567895279
          0,           0,        4019,      -8.802700919,       -6.48903924,      -7.722379966,      -4.448925433,      -6.677186616,      -1.568398033
          0,           0,        4020,      -8.803274036,      -6.489536573,      -7.722835557,      -4.449400035,      -6.677791414,      -1.568900749
          0,           0,        4021,      -8.803847207,      -6.490033956,      -7.723291253,      -4.449874619,       -6.67839619,      -1.569403554
          0,           0,        4022,       -8.80442043,      -6.490531394,      -7.723746909,      -4.450349414,      -6.679000944,      -1.569906157
          0,           0,        4023,      -8.804993708,      -6.491028883,      -7.724203217,      -4.450824069,      -6.679605674,      -1.570408695
          0,           0,        4024,      -8.805567037,      -6.491526423,      -7.724658648,      -4.451298671,      -6.680210381,      -1.570911496
          0,           0,        4025,      -8.806140423,      -6.492024017,      -7.725114498,       -4.45177345,      -6.680815065,      -1.571414108
          0,           0,        4026,      -8.806713861,      -6.492521665,      -7.725570111,      -4.452248217,      -6.681419726,      -1.571916704
          0,           0,        4027,      -8.807287349,      -6.493019363,      -7.726026203,      -4.452723084,      -6.682024363,      -1.572419373
          0,           0,        4028,      -8.807860892,      -6.493517114,      -7.726481908,      -4.453197775,      -6.682628977,       -1.57292179
          0,           0,        4029,      -8.808434487,      -6.494014918,      -7.726937671,      -4.453672647,      -6.683233567,      -1.573424703
          0,           0,        4030,      -8.809008136,       -6.49451277,      -7.727393685,      -4.454147315,      -6.683838133,       -1.57392707
          0,           0,        4031,      -8.809581837,      -6.495010682,      -7.727849573,      -4.454622361,      -6.684442675,      -1.574430089
          0,           0,        4032,      -8.810155591,      -6.495508642,      -7.728305125,      -4.455097207,      -6.685047193,      -1.574932207
